track,album_name,artist,release_date,isrc,all_time_rank,track_score,spotify_streams,spotify_popularity,youtube_views,tiktok_views,airplay_spins,siriusxm_spins,pandora_streams,soundcloud_streams,shazam_counts,explicit_track
Breaking Me,Breaking Me (feat. A7S),Topic,12/19/2019,DEUM71906724,590,62,1128612961,69,473684535,602190373,402599,112,105347004,13322793,15373934,0
In The Stars,In The Stars,Benson Boone,4/29/2022,USWB12201574,597,61,725214939,74,204956968,2046007902,98191,47,10018684,6084222,3629083,0
Shirt,Shirt,SZA,10/28/2022,USRC12203632,598,61,469322271,73,77831118,419727783,278696,1150,52365635,5859226,1516065,1
Call Out My Name,"My Dear Melancholy,",The Weeknd,3/29/2018,USUG11800560,603,61,1780889877,79,1366385062,742902070,3403,4,173195736,16332502,8331752,0
Say Yes To Heaven,Say Yes To Heaven (sim0ne & Melo Nada Remix),Lana Del Rey,3/17/2023,GBUM72304301,620,61,513353284,80,91324061,152008937,30184,20,22345351,3794067,3754332,0
The Kind of Love We Make,The Kind of Love We Make,Luke Combs,6/17/2022,US6XF2200076,628,60,470340261,75,123212252,395041727,321811,106,175596345,697439,1452588,0
OMG,NewJeans 'OMG',NewJeans,1/2/2023,USA2P2251723,632,60,675591495,75,296668872,2441354214,13660,25,1244038,2311794,702234,0
In The Name Of Love,Pacha 2017,Martin Garrix,10/23/2015,NLM5S1600003,637,60,1452194416,75,1487688794,1030123230,25846,146,301519647,90192637,8395318,0
Drama,Drama - The 4th Mini Album,aespa,11/10/2023,KRA302300350,634,60,198043685,78,203832651,442468610,2805,7,306346,829911,261344,0
How Do I Say Goodbye,How Do I Say Goodbye,Dean Lewis,8/5/2022,AUUM72200172,639,59,459712644,69,116599191,749847975,206210,428,59479060,5160877,2330861,0
Faded,Faded,Alan Walker,12/4/2015,NOG841549010,653,59,1943842010,75,439888055,4682512450,107625,4,122793202,11403504,26821494,0
Afraid To Feel,Afraid To Feel,LF SYSTEM,5/2/2022,GBAHT2200492,656,59,355203657,74,46743730,1767047572,113950,369,69412,12813061,3424307,0
hot girl bummer,hot girl bummer,blackbear,8/23/2019,USUG11902959,658,59,1265080733,70,356598545,579006925,766,182,231292863,38828009,9785960,1
Heartbreak Anniversary,HEARTBREAK ANNIVERSARY,Giveon,2/21/2020,USSM12000998,665,59,1157206056,75,158131164,3272868374,209890,255,77600589,29746145,6963195,0
Surround Sound (feat. 21 Savage & Baby Tate),Surround Sound (feat. 21 Savage & Baby Tate),JID,1/14/2022,USUM72123571,667,58,548724288,79,91605414,813374956,1046,538,21017930,12373470,5341857,1
Natural,Natural,Imagine Dragons,7/17/2018,USUM71806694,674,58,1228556153,75,1220581919,396994100,157544,175,269729654,1145378,10463981,0
Y LLORO,$AD BOYZ 4 LIFE II,Junior H,10/5/2023,QZ9QQ2300724,685,58,363816146,80,189158687,114779266,843,32,5987571,211195,711146,1
Streets,Hot Pink,Doja Cat,11/7/2019,USRC11903460,686,58,1056939084,75,702463556,3347862526,3474,57,14397719,34660570,6716450,1
Peaches & Eggplants (feat. 21 Savage),Peaches & Eggplants (feat. 21 Savage),Young Nudy,2/27/2023,USRC12300570,689,58,157446814,64,120010894,142468312,95078,145,10357719,11578434,1447731,1
"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)","Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick,10/8/2021,USRC12101071,691,58,248749251,61,318002064,142448123,6912,178,36588286,44234133,856723,1
Wish You The Best,Wish You The Best,Lewis Capaldi,4/14/2023,DEUM72206010,701,57,245513981,71,99697837,76397270,215278,97,28435231,1268766,2064588,0
White Horse,White Horse,Chris Stapleton,7/21/2023,USUG12300484,711,57,155443055,68,38442511,47123023,156870,13,62798148,897873,753888,0
Go Crazy,Slime & B,Young Thug,5/5/2020,USRC12001468,721,57,699336080,68,363333168,42692526,578728,13,242208093,2515804,5747453,1
No Guidance (feat. Drake),No Guidance (feat. Drake),Chris Brown,6/8/2019,USRC11901583,724,56,1030515485,70,809218963,451934036,215,7,403683186,3524264,8062187,1
Tell Ur Girlfriend,Tell Ur Girlfriend,Lay Bankz,2/7/2024,QZZ4J2400019,730,56,167431139,90,28987197,235871001,14654,416,579514,2893625,932674,1
Silence,Silence,Marshmello,8/11/2017,USRC11701901,741,56,1592440653,77,783959373,807230686,29628,218,334480164,73157570,8572710,0
Sign of the Times,Sign of the Times,Harry Styles,4/7/2017,USSM11703595,743,56,1532653504,76,1799935129,500970525,42284,38,68085051,1343224,18327076,0
the boy is mine,eternal sunshine,Ariana Grande,3/8/2024,USUM72317268,752,56,175336290,80,44458370,3842071,4569,18,1253330,873706,209987,1
Goodbyes (feat. Young Thug),Goodbyes (Feat. Young Thug),Post Malone,7/5/2019,USUM71912330,761,55,1263989128,72,795828166,78005488,117516,394,230614636,18209981,5216769,1
Location,Location,Khalid,5/24/2016,TCACO1662934,760,55,1369299352,71,815137609,77860109,50322,119,471086924,122419042,4283369,0
Perfect Night,Perfect Night,LE SSERAFIM,10/27/2023,USA2P2349660,763,55,279667395,78,93707680,1178951518,4596,79,493236,984170,435036,0
PAINTING PICTURES,5LBS OF PRESSURE,Superstar Pride,10/20/2022,QZNMX2257577,777,54,193109326,8,64413388,1526856459,40110,2704,7692981,23495613,2304354,1
THE DINER,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,USUM72401989,790,54,66101468,84,4252419,11200000,195,16,184455,685021,52008,0
Light Switch,Light Switch (Instrumental),Charlie Puth,1/19/2022,USAT22107359,782,54,593554969,67,284499511,4729678365,201936,866,55256200,2916780,2231820,0
On Me,On Me,Lil Baby,12/4/2020,USUG12004399,788,54,368017246,67,227182263,198936453,178634,372,141610948,53891709,1728476,1
Sum 2 Prove,Sum 2 Prove,Lil Baby,1/10/2020,USUG11902886,807,54,444934033,66,411628542,238372502,65318,37,124269386,68048035,1925871,1
Good Days,Good Days,SZA,12/25/2020,USRC12004189,806,54,1105805922,77,295872840,920329965,62354,266,71061814,8937770,2548829,1
I Feel It Coming,I Feel It Coming,The Weeknd,11/17/2016,USUG11601012,817,53,1749088490,72,1489647996,36437,130551,212,230834970,7851939,17963628,0
Agua (with J Balvin),"Agua (with J Balvin) [Music From ""Sponge On The Run"" Movie]",Tainy,7/9/2020,USUM72013642,822,53,391856304,58,1040938222,1423789944,23516,309,9507064,510422,1570803,0
TO THE MOON,TO THE MOON,JNR CHOI,11/5/2021,QZNWW2131527,834,53,274647899,60,64640927,7062611890,161374,2397,139439113,3308660,3786029,1
RUBICON,Gï¿½ï¿½N,Peso Pluma,6/22/2023,QM7282306229,844,52,246224964,73,147798315,278318607,1401,1,22544059,3883201,585523,1
Demons,Continued Silence - EP,Imagine Dragons,1/1/2012,USUM71201071,847,52,2270796677,80,1738647396,296361891,144439,465,1087793804,26345651,18161724,0
Spin Bout U,Her Loss,Drake,11/4/2022,USUG12208603,856,52,356685934,71,56086730,229937284,412,93,48943722,13209166,1574072,1
From The Start,From The Start - Single,Laufey,5/11/2023,QM6N22309399,855,52,368256958,73,69276606,772554264,8642,319,855743,5861183,1011059,0
Can't Feel My Face,Your Songs 2015,The Weeknd,3/2/2015,USUG11500741,851,52,1747534539,76,1689190795,264572676,158190,474,552312888,4197860,14056461,0
Sexy And I Know It,Sorry For Party Rocking (Japan Version),LMFAO,1/1/2011,USUM71108090,853,52,436722440,62,1193724016,927660445,5186,258,840489680,2154867,6761782,0
Yeah Glo!,Yeah Glo! (Alternate Versions),GloRilla,2/8/2024,USUM72400409,864,52,89513100,75,38613955,52800,20,1471,20163317,3187345,446156,1
Massive,"Honestly, Nevermind",Drake,6/17/2022,USUG12204890,873,51,253114498,65,42397563,887138394,67376,768,15938883,4254609,2091080,0
Adicto (with Anuel AA & Ozuna),Adicto (with Anuel AA & Ozuna),Tainy,8/22/2019,USUM71912751,871,51,711861577,69,1359220447,185706534,12356,18,111865989,5576102,1522049,0
Young Dumb & Broke,The RCA-List (Vol. 5),Khalid,1/1/2017,USRC11700144,881,51,1527159800,76,1270330281,216666194,31081,185,410189803,9133063,6513209,0
Essence (feat. Tems),Essence (feat. Tems),Wizkid,10/28/2020,USRC12003059,893,51,242254880,66,418190794,617402549,404288,561,59766393,15395153,4536227,0
Always Remember Us This Way,A Star Is Born Soundtrack,Lady Gaga,10/5/2018,USUM71813195,901,50,1269760706,76,824308720,573562180,66461,4,322220265,612635,9755956,0
Thought You Should Know,Thought You Should Know,Morgan Wallen,5/6/2022,USUG12202977,906,50,340227841,73,137384524,28018314,263301,32,215914717,4421163,857184,1
CAIRO,CAIRO,KAROL G,11/13/2022,USUM72220925,904,50,443093379,72,273852759,600184949,52189,125,24842372,1653982,1174788,1
Out thï¿½ï¿½,Lyfï¿,Yeat,9/9/2022,USUM72217063,907,50,338097605,73,54214841,117839587,63,37,1750477,26616347,664273,1
Se Acabï¿½ï¿½ la Cuaren,Viva el Perreo,Jowell & Randy,8/6/2020,QM6P42086452,915,50,73468394,51,73136867,2985601079,4391,73,12140646,1635079,1057655,1
Look Back At It,Look Back At It,A Boogie Wit da Hoodie,12/7/2018,USAT21812667,912,50,769061748,73,233288549,250645860,91002,329,164836824,95216986,6255853,1
Pure Cocaine,Street Gossip,Lil Baby,11/30/2018,USUG11802285,928,50,652559944,74,317320682,62837382,36,1,133082789,97169903,1456448,1
Pretty Little Poison,Pretty Little Poison - Single,Warren Zeiders,3/17/2023,USWB12300190,932,49,142512477,72,56277759,109014578,202432,7,71730881,3516110,549127,0
Softly,Making Memories,Karan Aujla,8/18/2023,CAW112300244,941,49,150073848,71,232389376,169068391,455,4,46920,2691081,270472,0
Tacones Rojos,Tacones Rojos,Sebastian Yatra,10/22/2021,USUM72119612,940,49,641756842,68,558812868,855230861,438,875,9553399,723371,2934783,0
Lonely At The Top,Work Of Art,Asake,6/15/2023,USUYG1490059,947,49,84655991,69,75076449,382487197,11861,89,779288,1367844,2361169,0
Symphony (feat. Zara Larsson),Symphony (feat. Zara Larsson),Clean Bandit,3/16/2017,GBAHS1700199,954,49,1456894713,71,1523128022,386013926,84752,17,76856978,18687841,9434537,0
Secreto,Secreto,Anuel AA,1/15/2019,USXDR1900020,957,49,759388276,65,1595484197,543804719,159,15,147935567,3064688,1317266,0
I Hate U,I Hate U - Single,SZA,12/3/2021,USRC12103605,956,49,456871037,66,142820854,1676387442,136784,1324,92133806,15212609,1854776,1
Piece Of Your Heart,Piece Of Your Heart,MEDUZA,2/1/2019,DEUM71807719,966,49,995452298,65,464369299,1282810923,171176,196,46973428,26135531,14464887,0
No Se Va,No Se Va (En Vivo) - EP,Grupo Frontera,4/28/2022,QZHN72212529,973,49,582023797,70,293059162,805988782,18750,222,84722896,192143,1946266,0
Your Love (9PM),Your Love (9PM),ATB,1/15/2021,DECE72003523,976,48,721002104,71,118729044,81735548,361427,220,24235804,5026745,7799522,0
HEAT STICK,HEAT STICK,Shoreline Mafia,5/10/2024,USAT22402903,979,48,20538101,74,3575151,108700,370,5,1637484,1415426,75399,1
Photograph,x (Wembley Edition),Ed Sheeran,1/1/2013,GBAHS1400094,980,48,2525355904,77,1884843329,4406781129,89818,80,450907868,35594470,17163765,0
Go Down Deh (feat. Shaggy and Sean Paul),Go Down Deh (feat. Shaggy and Sean Paul),Spice,4/30/2021,USVPR2100046,993,48,218431985,61,336505073,4731467896,20192,98,12362903,2388111,6024636,0
Lean Wit Me,Lean Wit Me,Juice WRLD,5/22/2018,USUG11800945,1001,47,880781313,72,432457883,33981823,835,113,59762272,120023575,934193,1
Panini,Panini,Lil Nas X,6/20/2019,USSM11903948,1003,47,741766886,62,659070547,493209730,46553,504,132924483,43940834,2409985,0
"Ay, DiOs Mï¿½ï","Ay, DiOs Mï¿½ï",KAROL G,7/10/2020,USUM72013593,1016,47,599215039,61,834762162,779241131,26349,168,54177152,2842552,1362793,0
After Hours,After Hours,Kehlani,4/4/2024,USAT22401034,1019,47,34629239,14,2560026,4592500,36465,7,4067131,603693,349619,1
Mmhmm,Mmhmm,BigXthaPlug,10/6/2023,QZNMX2391413,1020,47,155648648,82,27758776,7609548,23720,203,7238417,5358274,479173,1
Bad Memories (feat. Elley Duhï¿½ï¿½ & FAST ,Bad Memories (feat. Elley Duhï¿½ï¿½ & FAST ,MEDUZA,7/22/2022,GBUM72203666,1035,47,460973352,69,21938855,202563112,200995,171,4963625,2244208,3373945,0
ETA,NewJeans 2nd EP 'Get Up',NewJeans,7/21/2023,USA2P2330071,1038,47,234215735,74,189170317,297802502,2619,21,696801,1352255,248138,0
Be Alright,Be Alright,Dean Lewis,6/29/2018,AUUM71800255,1042,47,1749353402,72,244698483,379547638,153400,53,187475548,38670021,12744176,1
Jalebi Baby,Jalebi Baby,Tesher,11/13/2020,QZNWQ2070741,1041,47,164137928,58,569438267,8443743856,20053,26,1536646,3441396,6489242,0
Moth To A Flame (with The Weeknd),The Highlights (Deluxe),Swedish House Mafia,2/5/2021,USUG12105524,1056,46,861100951,74,95899960,184453448,245294,305,20927702,4485036,5566537,0
Feel the POP,You had me at HELLO,ZEROBASEONE,5/13/2024,KRA492400588,1060,46,8699917,58,31498812,329800,101,9,1443,17497,11352,0
Youï¿½ï¿½ï¿½re Mines Still (feat. ,Youï¿½ï¿½ï¿½re Mines Still (feat. ,Yung Bleu,10/15/2020,USWB12004394,1075,46,233139871,63,425539008,111422826,194040,57,155675259,25280506,523078,1
DILUVIO,PLAYA SATURNO,Rauw Alejandro,7/7/2023,USSD12300302,1078,46,310562790,79,113130284,372688472,8643,50,9966566,169769,841414,1
Nobody Gets Me,SOS,SZA,12/9/2022,USRC12204598,1091,45,561645790,82,79127644,220878489,61047,293,20725484,3758963,1208187,1
PUNTO G,Punto G,Quevedo,11/4/2022,BK4DA2202913,1096,45,600073400,71,171936153,450971538,15719,50,272917,97391,529802,0
Yes Indeed,Yes Indeed,Lil Baby,5/15/2018,USUM71806749,1112,45,1110994645,74,143629586,194904663,67860,186,425125110,54088502,3561319,1
Turn Down for What,Turn Down for What,DJ Snake,12/18/2013,USSM11308174,1116,45,547207250,65,1350062601,1943093911,23064,113,411609954,1150036,14799660,0
Run It Up (feat. Offset & Moneybagg Yo),Destined 2 Win,Lil Tjay,4/2/2021,USSM12101540,1127,44,392745531,67,96203913,137477748,1558,3,10758226,39475086,1432080,1
Lose You To Love Me,Lose You To Love Me,Selena Gomez,10/23/2019,USUM71918727,1123,44,1222228366,72,569150755,519924812,220765,169,191725976,959144,3669533,0
Worth It,Worth It,YK Osiris,2/8/2019,USUM71821752,1125,44,340112388,60,283340446,132694197,11151,32,171927306,103378626,1660493,0
Fight The Feeling,Fight The Feeling,Rod Wave,3/31/2023,USQX92301922,1128,44,86327319,51,65828097,137960911,100880,1989,34839558,12848106,567245,1
Green Green Grass,george ezra songs to play when the sun's out,George Ezra,3/22/2022,GBARL2200008,1133,44,300430813,69,103550086,3375488113,182474,46,1947849,2041978,2071865,0
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Highlights (Deluxe),The Weeknd,2/5/2021,USUG12303876,1142,44,812954133,81,66369681,797041217,78013,7,2985202,8817729,6377668,1
adore u,adore u,Fred again..,8/11/2023,GBAHS2300908,1141,44,129427492,71,10933079,135983684,43488,3,801851,3403946,663446,0
Loco Contigo (feat. J. Balvin & Tyga),"Loco Contigo (with J. Balvin, feat. Tyga)",DJ Snake,6/13/2019,USUG11901580,1144,44,822696809,68,587804570,404031807,98937,124,131125635,10568592,6782620,0
Payphone,Overexposed Track By Track,Maroon 5,1/1/2012,USUM71203347,1153,44,1828026153,78,1051247406,397860038,83578,135,667632597,20102563,11327684,1
On My Love,On My Love (Sped Up),Zara Larsson,9/12/2023,USSM12306769,1159,44,128024416,7,14394570,8090936,129069,77,1333245,1668042,934544,0
SLOW DANCING IN THE DARK,SLOW DANCING IN THE DARK,Joji,9/12/2018,ZZOPM1800452,1167,43,1291244134,29,576756813,1853292133,1059,116,18782933,3484302,1785813,1
Religiously,Religiously,Bailey Zimmerman,3/17/2023,USWB12300537,1178,43,225556005,73,23904394,56949752,154327,117,92243007,2899190,594487,0
What Happened To Virgil (feat. Gunna),7220,Lil Durk,3/11/2022,USQX92200954,1179,43,144889291,59,98375891,515213856,131447,726,20715332,27110567,1047166,1
Gatita,Gatita,Bellakath,10/5/2022,QZPLR2286558,1184,43,218661601,57,173995566,2353588008,13477,600,4469095,38842,873692,0
Wolves,Wolves,Selena Gomez,10/25/2017,USUM71712103,1200,43,1358424406,71,930929767,253791542,104652,14,172588260,17138164,7290982,0
Scars To Your Beautiful,Know-It-All,Alessia Cara,11/13/2015,USUM71506811,1201,43,1422563654,71,710718042,736544909,171774,288,462206026,19565726,113684,0
Surface Pressure,Encanto (Original Motion Picture Soundtrack),Jessica Darrow,11/19/2021,USWD12112914,1204,43,318018082,65,580242930,1100134488,2041,155,49383663,2375505,466130,0
EARFQUAKE,IGOR,"Tyler, The Creator",5/17/2019,USQX91901111,1207,43,962546385,76,262134097,247993418,1834,1,10998403,47720548,1242490,1
My Oh My (feat. DaBaby),Romance,Camila Cabello,12/6/2019,USSM11914257,1218,42,703865912,68,344504691,2298790080,243345,170,136780685,16327957,3703911,0
Numb,Numb,Marshmello,6/10/2022,USRC12202117,1219,42,401066217,69,54641192,172191,196397,2585,68018763,1226486,2292241,0
ALL MINE,WASTELAND,Brent Faiyaz,7/8/2022,QM24S2203185,1232,42,315014005,71,77564375,366123920,101865,21,21452340,13608463,1112722,1
The Night We Met,The Night We Met,Lord Huron,2/9/2015,US53Q1200103,1226,42,2097181065,84,807672690,1722597041,11224,43,288302729,2601964,8832956,0
Playa Del Inglï¿½,Playa Del Inglï¿½ï¿½s - Si,Quevedo,12/15/2022,ES5152201707,1227,42,347558532,67,151166424,323188246,18093,9,503289,90739,687719,0
Talk,Talk,Yeat,9/2/2022,USUM72216448,1229,42,242057987,67,39581789,109453452,127,7,1216305,21272944,999699,1
Nonstop,Scorpion,Drake,6/29/2018,USCM51800191,1239,42,1118459427,71,409939539,2167216619,242,107,283709268,6347238,4021390,1
Go Stupid,Go Stupid,Polo G,2/14/2020,USQX92000261,1241,42,416388749,69,122253253,940333420,9098,125,18692714,80439766,1046790,1
Fantasias,Fantasias,Rauw Alejandro,8/29/2019,QM6P41989279,1253,42,663578551,67,1120507756,121300058,18961,53,53117205,7834351,1795507,0
Marea (Weï¿½ï¿½ï¿½ve Lost Da,Marea (Weï¿½ï¿½ï¿½ve Lost Da,Fred again..,2/22/2021,GBAHS2100041,1259,42,336943720,71,31888669,155341425,61528,27,1787403,6270623,5947514,0
Fall In Love,Fall In Love,Bailey Zimmerman,2/11/2022,USWB12200122,1262,42,262185115,71,121592933,149251921,187078,123,177097668,7478229,1389636,0
BOMBï¿½,LEGENDADDY,Daddy Yankee,3/25/2022,USUG12201723,1272,42,129335327,60,215778342,2692316483,15812,62,12393972,439602,914770,1
"One Of The Girls (with JENNIE, Lily Rose Depp)",The Highlights (Deluxe),The Weeknd,2/5/2021,USUG12303881,1269,42,939627795,87,371522364,265186570,26883,216,6907370,6332660,4254554,0
Get You The Moon (feat. Snï¿½ï,Get You The Moon (feat. Snï¿½ï,Kina,10/8/2018,USSM11808093,1270,42,1020435750,69,199282045,21650351404,2225,95,91698638,958439,7130025,0
Never Felt So Alone,Never Felt So Alone,Labrinth,4/7/2023,USSM12302165,1275,41,269669185,67,29035288,531883271,10042,444,5505845,3725738,1595888,0
Giving Me,Giving Me,Jazzy,3/10/2023,GBUM72206719,1284,41,150463218,67,57191900,275361521,55943,250,31188,8850596,1009861,0
What Do You Mean?,Full Circle: The Live Anthology,Justin Bieber,11/20/2011,USUM71511919,1282,41,1599742798,74,2719936771,155713369,83466,246,383946248,346764,6038700,0
TV,Guitar Songs,Billie Eilish,7/21/2022,USUM72213724,1285,41,572602278,76,115201405,104843270,5214,33,4031121,7208492,1521109,0
Tiroteo - Remix,Tiroteo (Remix),Marc Seguï¿,4/1/2021,USWL12100143,1288,41,654941874,75,556407060,187609192,26498,15,335231,457443,2646335,0
Karma,Midnights,Taylor Swift,10/21/2022,USUG12205717,1297,41,777305444,75,97902815,937766809,31306,405,59480642,187009,1124725,1
The Painter,The Painter - Single,Cody Johnson,8/11/2023,QMCQK1900300,1298,41,107754524,66,11577220,53554260,137184,6,43933514,670877,332849,0
X (feat. Future),Savage Mode,21 Savage,7/15/2016,QZ45A1600041,1302,41,581220786,65,365678540,98210,1992,17,267465925,159665164,1739069,1
Passionfruit,More Life,Drake,3/18/2017,USCM51700072,1309,41,1625307365,77,410329826,907498533,26825,51,176739390,7711539,5160420,0
I Donï¿½ï¿½ï¿½t Wanna Live Forever (Fifty Shades D,I Donï¿½ï¿½ï¿½t Wanna Live Forever (Fifty Shades D,ZAYN,12/9/2016,USQ4E1602586,1312,41,1662288901,75,1049659880,6028763,33652,22,305499151,1739764,11706559,0
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),SUBEME LA RADIO,Enrique Iglesias,2/24/2017,USRC11700058,1313,41,706158416,65,1601099483,233419445,67073,69,107237615,446194,7039145,0
Soak City (Do it),Soak City (Do it),310babii,6/3/2023,QZK6G2375527,1310,41,128855739,65,17779741,1598512701,1318,1893,12625658,6657861,2066168,1
On BS,Her Loss,Drake,11/4/2022,USUG12208600,1333,40,253540951,67,22665894,494336128,1,25,13857732,9123989,508529,1
Love Again,Love Again,The Kid LAROI,1/27/2023,USSM12211461,1342,40,215466975,62,28993149,65897455,140425,1410,18081156,4201807,982555,0
Cowgirls (feat. ERNEST),One Thing At A Time,Morgan Wallen,3/3/2023,USUG12300827,1371,40,266560481,81,40534712,103569548,31216,24,82896740,4342886,357979,0
'Til You Can't,'Til You Canï¿½ï¿½ï¿½t / Longer Than S,Cody Johnson,6/11/2021,QMCQK1900137,1364,40,258769609,68,145224400,116117655,332754,146,177004719,5157422,1449353,0
Me or Sum (feat. Future & Lil Baby),Me or Sum (feat. Future & Lil Baby) - Single,Nardo Wick,11/29/2021,USRC12103471,1374,40,169074195,59,121560768,214484764,68575,96,44007637,24502125,1161965,1
You're Welcome,Moana (Original Motion Picture Soundtrack/Deluxe Edition),Dwayne Johnson,11/18/2016,USWD11677860,1372,40,551115166,66,1771543816,392249223,1063,343,225519413,185473,884422,0
Royals,The Love Club EP,Lorde,1/1/2012,NZUM71200031,1386,39,1232502989,73,349747981,198680803,202396,356,969328430,1047111,16239587,0
Charm,Charm (Sped Up),Rema,4/26/2023,NGA3B2314006,1387,39,111124873,65,103077029,291086000,9139,34,638711,2455903,2072597,1
No Lie,Dua Lipa (Complete Edition),Sean Paul,1/1/2015,GBUM71604557,1384,39,1162659862,76,1613180283,1580838186,43960,15,20537955,987933,13852674,0
Cooped Up (with Roddy Ricch),Cooped Up,Post Malone,5/12/2022,USUM72208020,1401,39,327011836,62,116596146,258017332,117371,718,18866959,4082380,1443587,1
3:15 (Breathe),3:15 (Breathe),Russ,5/21/2021,TCAFO2147109,1406,39,303510160,72,153123397,2457741991,895,24,6227767,8179979,1253652,1
Like That (feat. Gucci Mane),Hot Pink,Doja Cat,11/7/2019,USRC11902288,1405,39,510302007,66,459871445,1918118365,225,89,62486526,16479480,3413408,1
Control,Control,Zoe Wees,3/13/2020,GB2DY2000093,1407,39,457848626,66,246089222,1783816089,180385,24,62974334,7465200,6554675,0
Die For You,SMITHEREENS,Joji,11/4/2022,USWB12203732,1412,39,363300065,71,77291326,352701529,20078,30,2553943,2916758,601440,0
SC-9,SC-9,Yahir Saldivar,2/1/2024,QZDA52413180,1415,39,63296147,64,57626164,19883744,7,31,2824792,24008,472289,1
Home,Home,Edith Whiskers,10/16/2020,GBVHN2000009,1441,38,382143321,65,97046738,12626614888,116,176,1117990,6306655,3370245,0
The London (feat. J. Cole & Travis Scott),The London (feat. J. Cole & Travis Scott),Young Thug,5/23/2019,USAT21903320,1438,38,729825680,62,286183927,63035109,65842,101,63014064,40918654,2792929,1
Please Me,Please Me,Cardi B,2/15/2019,USAT21811659,1449,38,551035247,70,709288321,244717002,51761,33,191472793,25841765,2677590,1
See You Again (feat. Kali Uchis),Flower Boy,"Tyler, The Creator",7/21/2017,USQX91701275,1456,38,1610423351,84,345975070,832654007,5055,180,13113654,3586900,3197618,1
Amanece,Amanece,Anuel AA,12/14/2018,USDXS1806044,1457,38,784096553,77,979304024,98951834,7211,26,100876561,17640877,1503816,0
Die Young (feat. 347aidan),Die Young (feat. 347aidan),Sleepy Hallow,5/25/2022,USRC12201686,1464,38,245406516,60,53569545,85005540,4801,80,2858516,22301254,358116,1
Can't Tame Her,Can't Tame Her,Zara Larsson,1/26/2023,USSM12210918,1473,38,159051363,62,36559555,214685378,181938,140,482317,579551,1293372,0
If the World Was Ending - feat. Julia Michaels,If the World Was Ending (feat. Julia Michaels),JP Saxe,10/17/2019,USQX91902708,1483,38,1145402792,69,96493850,947802755,131938,290,92421060,20375650,3815615,0
Heartless,Heartless,The Weeknd,11/27/2019,USUG11904007,1486,38,975754682,73,222977264,210080661,105042,155,108935183,19179795,2433408,1
we fell in love in october,we fell in love in october / October Passed Me By,girl in red,1/1/2018,GBKPL1828677,1490,38,1034272727,77,235190444,2226783393,1675,51,10135078,30020995,2050181,0
Where Did You Go? (feat. MNEK),Where Did You Go?,Jax Jones,1/26/2022,GBUM72108841,1488,38,389547230,70,50898391,124607839,268879,255,1397531,4459699,3930598,0
Sex Sounds,True 2 Myself,Lil Tjay,10/11/2019,USSM11909049,1495,37,413974601,69,157947172,438050984,159,2,15614924,52862267,2444154,1
Asiwaju,Asiwaju,Ruger,11/14/2022,GBARL2202349,1498,37,108133711,18,122293855,173486714,6133,22,1287462,2821424,2409680,1
Sticky,"Honestly, Nevermind",Drake,6/17/2022,USUG12204888,1492,37,253177498,66,79370407,612598555,2011,826,28529396,8402779,1006549,1
Centuries,Centuries,Fall Out Boy,9/9/2014,USUM71412644,1501,37,1184571362,75,829829470,254037168,54050,205,613556624,9188607,5556481,0
SkeeYee,Hood Hottest Princess,Sexyy Red,6/9/2023,QZQAY2395569,1510,37,96289114,67,33861736,1094402576,6030,884,5800021,5779008,614711,1
Beautiful Crazy,Beautiful Crazy,Luke Combs,5/4/2018,US6XF1700259,1511,37,828103564,77,594679967,122040522,32,33,494840019,1653812,1837804,0
Body Like A Back Road,Body Like A Back Road,Sam Hunt,2/1/2017,USUM71700575,1520,37,874864898,66,340287969,12493072,183258,444,637093831,20463147,3691205,0
Best Part (feat. H.E.R.),Freudian,Daniel Caesar,8/25/2017,CADDS1700022,1516,37,1362614026,79,198079219,854742783,30988,112,184904047,40539247,4584343,0
Worth It,Reflection (Japan Deluxe Edition),Fifth Harmony,1/1/2014,USSM11406644,1517,37,815946405,67,2318717784,1277991912,38592,223,100051664,607315,15861007,0
Dial Drunk (with Post Malone),Dial Drunk (with Post Malone),Noah Kahan,7/18/2023,USUM72308676,1533,37,276026602,79,2065849,62794,14487,69,33078159,1242129,843154,1
Piscina,Piscina,Maria Becerra,11/8/2023,USWL12302932,1532,37,81319633,6,112905667,177288152,19380,5,663889,68719,271450,1
this is what falling in love feels like,this is what falling in love feels like (Ramengvrl Remix),JVKE,9/3/2021,GBKPL2163189,1531,37,477620800,72,149501582,2841508008,12776,805,4569371,6854257,2230806,0
Firework,Teenage Dream,Katy Perry,1/1/2010,USCA21001262,1534,37,1065375074,67,1634743568,686049802,238231,273,417594591,1020201,8932134,0
wait in the truck (feat. Lainey Wilson),wait in the truck - Single,HARDY,8/26/2022,QZ22S2200068,1537,37,127223430,63,91145868,39170264,177709,9,125290585,1259302,796363,0
No Es por Acï¿,No Es por Acï¿½ï¿½ - Si,Carin Leon,7/8/2022,QZQMB2102485,1543,37,331775657,51,385663277,45584468,6628,115,72090563,546389,637447,0
